,code,station,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,X,Y
37,1112,효자동,64.02777777777779,523.4444444444445,113.54910714285715,141.29017857142858,128.48333333333332,167.57291666666666,37.58308184,126.9705348
38,1113,사직단.어린이도서관,131.249343832021,112.75328083989501,177.0427446569179,83.70303712035995,215.04724409448818,73.03149606299213,37.57511252,126.9680206
39,1114,사직동주민센터,405.21975308641976,377.3925925925926,407.6275132275132,243.05079365079368,646.0518518518519,215.45925925925926,37.57609006,126.9713179
40,1115,경복궁역,202.4647435897436,954.1314102564103,251.7706043956044,818.375,294.80961538461537,673.7019230769231,37.57688877,126.9722922
41,1116,경복궁역,1092.388888888889,301.9895833333333,748.2991071428572,384.92261904761904,1016.5104166666666,368.28125,37.57764064,126.9721844
42,1117,경복궁,63.0391156462585,374.8741496598639,100.77405247813411,175.24271137026238,177.89489795918368,89.32142857142857,37.57577149,126.9787905
43,1118,KT광화문지사,511.0869565217391,193.28623188405797,423.3462732919255,124.0582298136646,576.5097826086957,89.57608695652173,37.5724045,126.9772023
44,1120,광화문,147.97916666666666,648.625,327.8095238095238,337.7202380952381,839.5416666666666,179.15,37.57003982,126.9764107
45,1123,서울역사박물관.경교장.강북삼성병원,50.68766404199475,356.98950131233596,142.59955005624298,127.82002249718785,267.4188976377952,97.68661417322835,37.56993064,126.9713844
46,1124,광화문.금호아시아나본관앞,22.354166666666668,617.5104166666666,84.57589285714286,167.28125,178.55,109.35,37.57020901,126.9731311
47,1125,광화문,44.208333333333336,40.5,193.20535714285714,59.232142857142854,609.5875,60.6875,37.57023908,126.9757675
48,1126,세종문화회관,120.05339805825243,539.1100323624596,172.57628294036058,366.4216366158114,314.71747572815536,371.8970873786408,37.57266095,126.9767122
49,1127,서울지방경찰청.경복궁역,187.9810606060606,497.0435606060606,182.25243506493507,302.39042207792204,251.38295454545457,290.9670454545454,37.57590104,126.9714955
50,1128,사직단,112.24621212121211,390.43560606060606,88.06087662337663,206.28327922077924,85.15227272727272,190.25795454545457,37.57494659,126.9680705
51,1129,광화문광화문빌딩,41.005208333333336,449.33333333333337,73.3125,147.21428571428572,179.046875,73.809375,37.56969249,126.9768398
52,1130,덕성여중고,77.41041666666666,170.49166666666667,144.9142857142857,137.47767857142858,211.09875000000002,82.60249999999999,37.57573943,126.9819731
53,1131,안국역.종로경찰서.인사동,115.91319444444444,345.7673611111111,263.54910714285717,219.40476190476193,432.5729166666667,169.29166666666666,37.57597118,126.9840963
54,1132,국민은행세검정지점,218.21164021164023,110.34391534391536,166.01360544217687,102.26530612244898,106.31746031746032,114.9047619047619,37.604688,126.960969
55,1133,세검정초등학교,396.45833333333337,152.58630952380955,277.9426020408163,128.27168367346937,183.08928571428572,116.47142857142856,37.60248796,126.9612836
56,1134,세검정.상명대,74.0625,146.38194444444443,171.53869047619048,93.93452380952381,235.8125,51.71666666666667,37.60066502,126.9587715
57,1135,상명대입구.석파랑,182.156462585034,62.38775510204081,70.62973760932945,52.667638483965014,64.87346938775511,40.64489795918367,37.599605,126.958688
58,1136,하림각,233.03361344537817,70.92156862745098,147.24609843937574,61.816326530612244,95.2201680672269,46.62857142857143,37.598269,126.9618276
59,1137,자하문터널입구.석파정,207.15032679738562,58.77450980392157,167.82913165266106,73.52100840336134,115.50980392156863,48.95294117647059,37.59558027,126.9637112
60,1138,부암동주민센터.무계원,228.95138888888889,121.05555555555556,310.57142857142856,178.81845238095238,251.9416666666667,100.82083333333333,37.592874,126.964027
61,1139,부암동주민센터.무계원,60.74305555555555,164.76388888888889,122.2440476190476,270.2172619047619,135.33333333333334,254.08333333333334,37.59275754,126.965131
62,1140,자하문터널입구.석파정,47.95145631067961,81.46278317152102,79.51595006934812,159.78363384188629,81.79223300970874,206.68349514563107,37.59559179,126.9638097
63,1141,하림각,64.06930693069307,81.52475247524752,91.78217821782178,116.68316831683168,105.32673267326733,203.48316831683167,37.59814363,126.9622117
64,1142,상명대입구.세검정교회,41.026041666666664,77.97916666666667,67.36383928571429,120.01785714285714,89.94375,191.85625,37.59955974,126.9592186
65,1143,세검정.상명대,46.407407407407405,150.32275132275134,116.02721088435374,125.60317460317461,148.38095238095238,152.54920634920634,37.60061499,126.958889
66,1144,세검정초등학교,187.89285714285714,167.625,192.2997448979592,211.45535714285714,233.22321428571428,357.2767857142857,37.60229124,126.9613311
67,1146,국민은행세검정지점,161.109375,122.20833333333333,120.28348214285714,198.25,121.865625,278.23125,37.60470411,126.9611311
68,1148,승가사입구,18.673758865248224,2.3049645390070923,62.44984802431611,2.5319148936170213,27.217021276595744,1.8127659574468085,37.61158733,126.9563453
69,1149,구기동현대빌라,106.9375,7.715277777777778,171.38988095238096,11.053571428571429,96.21666666666665,10.0625,37.61003593,126.9564726
70,1150,구기터널.삼성출판박물관,212.0902777777778,83.59722222222221,357.5922619047619,99.29464285714285,269.3041666666667,80.53750000000001,37.60854039,126.956184
71,1151,구기터널.삼성출판박물관,173.36458333333334,310.4791666666667,258.1205357142857,234.39285714285714,188.30625,279.89375,37.6083598,126.9564398
72,1152,구기동,395.52674897119346,103.77366255144032,336.60141093474425,114.663139329806,280.6395061728395,147.85925925925926,37.60704451,126.9585968
73,1153,구기동,173.77916666666667,110.8,161.54464285714286,183.58928571428572,154.6775,245.2225,37.60695423,126.9590556
74,1154,승가사입구,8.574468085106384,117.36879432624113,4.948328267477203,51.73252279635258,2.497872340425532,34.2,37.61143992,126.9564593
75,1155,갑을씨티텔앞,167.9,84.77916666666667,81.82857142857144,55.75,66.14,64.45750000000001,37.60432366,126.9635571
76,1156,평창파출소,441.2541666666667,132.375,406.1,84.6125,346.85,95.7875,37.6052849,126.9660716
77,1157,평창동주민센터,265.72549019607845,134.59803921568627,297.2128851540616,77.39075630252101,240.67254901960783,71.70980392156862,37.60660852,126.9695658
78,1158,일성아파트,174.56944444444446,73.33680555555556,130.44196428571428,40.848214285714285,77.78333333333333,40.68125,37.60880117,126.9729382
79,1159,롯데아파트,231.76736111111111,130.91666666666666,211.95982142857144,60.46130952380952,173.36249999999998,66.425,37.61039233,126.9764904
80,1160,롯데아파트,62.6125,145.84166666666667,72.14107142857144,144.41071428571428,87.965,202.0125,37.61009411,126.9760875
81,1161,벽산평창힐스아파트,40.71666666666667,107.80416666666667,36.878571428571426,112.42678571428571,41.7825,174.12,37.60827711,126.9727677
82,1162,예능교회,40.05416666666667,139.77083333333331,78.68214285714285,126.15178571428571,84.85499999999999,169.49,37.60662695,126.9700287
83,1163,서울예술고등학교.평창동주민센터,69.92083333333333,309.68333333333334,88.2982142857143,263.62857142857143,109.61749999999999,323.52,37.60587045,126.9675555
84,1164,화정박물관,48.14509803921569,222.79607843137256,55.54957983193277,212.52941176470588,59.71764705882353,340.30823529411765,37.60459289,126.964752
85,1165,강북삼성병원,49.8125,369.0625,96.125,145.36607142857142,95.6625,88.175,37.5680684,126.9687255
86,1167,독립문역.서대문형무소역사관,90.26041666666667,195.78125,156.61607142857142,334.08482142857144,232.4375,498.18125,37.57315143,126.9593699
87,1168,서대문.서울시교육청,137.58005249343833,116.71916010498688,117.95163104611923,115.43419572553431,160.5732283464567,156.0047244094488,37.5681995,126.964432
88,1169,서대문역사거리.적십자병원,298.3363095238095,209.08928571428572,363.8073979591837,173.8112244897959,334.5892857142857,224.93928571428572,37.56778008,126.968441
89,1171,독립문,318.0816326530612,78.63265306122449,241.66763848396502,95.466472303207,199.5591836734694,109.97551020408163,37.57111989,126.9614825
90,1172,창덕궁.서울돈화문국악당,151.47916666666669,678.5229166666667,187.85625,277.19642857142856,282.675,214.16500000000002,37.57742132,126.9886004
91,1173,무교동,98.66666666666667,613.0625,262.94642857142856,244.46428571428572,717.875,123.45,37.56914276,126.9802557
92,1174,청계1가.광교,18.604166666666664,66.27083333333333,36.99107142857143,39.982142857142854,90.075,35.8125,37.56860788,126.9849079
93,1175,청계2가.수표교,15.0625,88.875,27.705357142857142,51.026785714285715,38.1,43.225,37.568322,126.990686
94,1176,청계4가.세운교,7.25,74.72916666666667,27.25,58.55357142857143,19.65,20.65,37.56885763,126.9964925
95,1177,청계5가.광장시장,35.5,156.6875,120.13392857142857,194.42857142857144,98.875,53.8875,37.56937812,126.9998215
96,1198,원남동,266.2594696969697,695.0530303030303,212.42857142857144,220.25,348.0034090909091,100.93863636363636,37.57453251,126.9973383
97,1199,창덕궁.우리소리박물관,145.265503875969,279.4515503875969,228.50083056478405,130.89036544850498,381.2406976744186,69.27441860465116,37.57729098,126.987876
98,1200,안국역.종로경찰서.인사동,378.8157453936348,205.7889447236181,271.2447954055994,200.78391959798995,376.51155778894474,121.56080402010049,37.57586565,126.9841842
99,1201,조계사,178.42261904761904,307.1220238095238,293.734693877551,204.375,476.6821428571429,103.95535714285714,37.57236082,126.98307
100,1202,조계사,128.06597222222223,738.78125,293.6904761904762,358.1517857142857,417.3208333333334,231.20000000000002,37.57248806,126.9828945
101,1203,안국동,30.26388888888889,523.2152777777777,136.99404761904762,329.8422619047619,210.72916666666666,155.85,37.57461265,126.9827837
102,1204,종로5가.효제동.김상옥의거터,22.35477582846004,136.03703703703704,46.150375939849624,78.04344193817879,94.85730994152047,89.15438596491228,37.57446367,127.0021112
103,1205,종로5가.효제초등학교,52.95761078998073,191.19845857418113,174.01899256812553,106.05780346820809,362.04739884393064,101.82080924855491,37.57288183,127.002028
104,1209,창덕궁.돈화문국악당,10.048543689320388,67.25566343042071,28.675450762829403,31.805825242718445,54.19029126213593,18.137864077669903,37.57747763,126.9910612
105,1212,종로5가,90.54861111111113,201.8125,354.5297619047619,269.92857142857144,453.39166666666665,200.28333333333333,37.57055607,127.0020675
106,1213,청계6가.동대문시장,53.833333333333336,166.29166666666666,69.25,124.0625,57.2625,39.9125,37.569752,127.0028494
107,1214,동대문,58.45238095238095,138.75714285714287,126.63877551020408,128.89591836734695,149.28285714285713,75.95857142857143,37.57178536,127.0085129
108,1215,충신동,94.15286624203821,120.03821656050955,59.71337579617835,79.96087352138308,71.12611464968153,52.23566878980892,37.574106,127.006331
109,1217,충신동,45.916666666666664,107.28472222222223,54.351190476190474,69.51785714285714,40.65416666666667,102.69791666666667,37.57440236,127.0062426
110,1218,현대그룹빌딩,54.05844155844156,377.4134199134199,79.03153988868274,104.74211502782931,159.4077922077922,83.9090909090909,37.5759191,127.0005179
111,1219,방송통신대.이화장,55.941114616193474,153.83701366982126,115.96935556557008,166.46732762505633,177.09148264984228,231.66813880126185,37.57812399,127.0022982
112,1220,혜화역.마로니에공원,101.88117770767613,149.17245005257624,209.4362325371789,243.9643983776476,291.7804416403785,312.607570977918,37.58110688,127.0021325
113,1221,혜화역.서울대병원입구,979.1666666666666,260.78703703703707,332.8045634920635,158.89583333333334,301.77916666666664,87.89166666666667,37.58106212,127.0019211
114,1222,방송통신대.이화장,94.49652777777777,224.72569444444446,111.35119047619048,67.84523809523809,163.22291666666666,42.516666666666666,37.5781308,127.0020798
115,1223,이화동(이화장),196.1443298969072,219.76632302405497,211.2415316642121,66.1060382916053,384.519587628866,56.921649484536076,37.57605806,127.0007064
116,1224,창경궁.서울대학교병원,102.8,734.0166666666667,305.80535714285713,378.87142857142857,246.8,203.885,37.57881833,126.9967379
117,1225,이화동(이화장),39.79254079254079,119.98834498834498,46.760239760239756,57.70429570429571,60.64055944055944,43.24055944055944,37.57603475,127.0032823
118,1226,혜화동로터리,386.9375,108.20833333333333,210.38392857142858,199.54910714285714,136.175,284.69375,37.58572598,127.0008281
119,1227,명륜동2가.성균관대입구,144.11666666666667,295.60416666666663,338.98928571428576,417.4767857142857,575.1375,533.9825,37.58340673,126.9992936
120,1228,혜화역.서울연극센터(장면총리가옥),163.64583333333334,235.14236111111111,155.41517857142858,351.20386904761904,220.33333333333334,283.68333333333334,37.58403777,127.0014345
121,1229,혜화역.동성중고(장면총리가옥),83.03593556381661,58.01115241635688,212.7886351566649,114.36484333510356,395.59479553903344,157.63197026022306,37.58454158,127.0015281
122,1231,종로구민회관.창신동두산아파트,408.0520833333333,600.9166666666666,295.6875,532.4732142857143,208.9875,316.8375,37.57409223,127.0155868
123,1235,동묘역앞,81.73958333333333,328.2083333333333,182.83482142857142,224.72321428571428,144.6875,124.09375,37.57168703,127.0156382
124,1236,동묘역앞,117.47916666666667,139.22916666666666,306.79464285714283,259.6875,237.3375,160.3625,37.57189158,127.0157698
125,1238,창신3동주민센터,270.53125,349.59375,223.85714285714286,275.29017857142856,146.7125,270.475,37.57877438,127.0151881
126,1239,숭인1동주민센터,514.4930555555555,128.23611111111111,420.4404761904762,172.25892857142856,579.3916666666667,283.98333333333335,37.57875171,127.0152404
127,1240,동묘역.롯데캐슬천지인,497.09722222222223,182.5,976.2291666666666,281.0029761904762,1419.7458333333334,322.07916666666665,37.57418192,127.015664
128,1243,신설동로터리,242.36206896551724,660.933908045977,144.88669950738915,371.1145320197045,121.27931034482758,278.59999999999997,37.57585614,127.0229469
129,1245,동묘앞,75.4375,310.8333333333333,200.33928571428572,243.59821428571428,348.9125,132.0875,37.57368465,127.0178407
130,1246,구기동현대빌라,33.36054421768708,199.1360544217687,16.536443148688047,137.9737609329446,10.673469387755102,148.34285714285716,37.60964243,126.9565957
131,1247,광장시장,129.05555555555557,834.9444444444445,272.3125,404.92261904761904,222.76250000000002,208.69583333333333,37.56950211,126.9978384
132,1249,혜화경찰서,30.916666666666668,319.2083333333333,97.87053571428571,190.72321428571428,235.65,128.90625,37.57258424,126.997571
133,1250,서울역사박물관.김구집무실(경교장),18.8125,830.25,56.857142857142854,185.85714285714286,204.2125,69.25,37.57002979,126.9721428
134,1251,청계3가.관수교,5.0,55.375,21.330357142857142,47.455357142857146,20.05,37.4625,37.56860916,126.9937893
135,1252,청계6가.버들다리,137.25,261.6041666666667,368.48214285714283,399.39285714285717,131.2875,83.3,37.56983829,127.0080442
136,1253,청계7가.맑은내다리,288.8125,223.97916666666666,213.66071428571428,145.20535714285714,46.675,188.0125,37.5699186,127.0129569
137,1254,청계8가.영도교,186.58333333333334,201.45833333333334,255.32142857142856,131.39285714285714,108.925,109.8,37.57089463,127.018274
138,1256,원남동사거리,25.55218855218855,328.1750841750842,51.5007215007215,90.13131313131314,130.27676767676766,70.13131313131314,37.57578617,126.9982124
139,1262,숭인동,149.025,120.70416666666668,250.50892857142858,143.79464285714286,246.53249999999997,138.3225,37.57438126,127.0203787
140,1267,조계사,78.69565217391305,1715.4782608695652,255.93167701863354,619.1614906832299,606.2521739130434,293.6,37.57279704,126.9830466
141,1272,세종문화회관,138.03125,672.5416666666666,252.79017857142856,316.80357142857144,796.6875,184.775,37.57334287,126.9766821
142,1277,이화동(이화장),21.243055555555554,190.26388888888889,21.303571428571427,82.34672619047619,21.34583333333333,89.61041666666667,37.5761872,127.0029997
143,1278,상명대정문,113.90833333333333,558.6,324.3375,394.0910714285714,339.925,199.63,37.60166612,126.9550659
144,1279,이북오도청,94.27210884353741,129.02721088435374,158.9737609329446,84.56851311953353,81.33469387755102,82.15918367346939,37.61305175,126.955893
145,1286,상명대입구.세검정교회,41.921052631578945,113.8157894736842,55.0827067669173,103.40977443609022,59.79473684210526,158.20526315789473,37.59939339,126.9597659
146,1287,상명대입구.석파랑,225.765625,108.609375,231.63839285714286,94.39955357142857,190.734375,74.0875,37.59976676,126.9583524
147,1288,종로중부새마을금고,52.96212121212121,232.8510101010101,90.29761904761904,123.53571428571429,74.55,42.624242424242425,37.57239261,127.0065017
148,1289,신설동로터리.신한은행앞.서울풍물시장,467.3229166666667,348.9583333333333,327.625,262.97767857142856,260.75,195.05625,37.57438854,127.023202
149,1291,청계2가.삼일교,17.75,168.16666666666666,45.57142857142857,107.41964285714286,92.7375,99.425,37.56827105,126.9872038
150,1292,청계8가.황학교,318.3125,190.3125,280.94642857142856,187.60714285714286,139.3125,150.4,37.57202421,127.0227587
151,1293,평창동삼성아파트,43.329166666666666,119.58333333333333,43.52142857142857,113.77678571428571,43.1225,93.7025,37.61114471,126.9786583
152,1294,안국역.종로경찰서.인사동,97.0909090909091,506.8484848484849,106.17316017316017,397.1688311688312,73.47878787878788,182.44848484848487,37.57644246,126.985459
153,1295,안국역.종로경찰서.인사동,143.86458333333334,622.9427083333334,229.09375,443.03348214285717,271.815625,316.496875,37.57631159,126.9848482
154,1297,남인사마당,1.8119658119658122,1.623931623931624,14.72893772893773,8.655677655677655,22.497435897435896,8.964102564102564,37.5713121,126.9875497
155,1500,평창파출소,155.0388888888889,24.82777777777778,132.07619047619048,39.095238095238095,172.8,20.543333333333333,37.60565062,126.9668407
156,1501,삼청공원,75.5,109.4375,133.94196428571428,74.70535714285714,177.475,58.11875,37.58820522,126.9816831
157,1502,수성동계곡,625.5833333333334,97.36458333333333,285.55357142857144,260.0625,134.7375,460.81875,37.58207926,126.9642468
158,1503,명륜3가종점,369.0,140.36458333333334,237.76785714285714,237.53125,128.425,395.83125,37.59094741,126.992862
159,1504,명륜새마을금고,25.802083333333332,36.40625,6.745535714285714,16.986607142857142,2.53125,16.35625,37.587775,126.996701
160,1505,서대문3번출구,470.1770833333333,328.46875,710.0892857142857,215.88839285714286,1300.325,184.6,37.56638695,126.9661707
161,1506,낙산공원,128.47916666666666,87.45833333333333,123.51785714285714,222.38392857142858,139.275,325.61875,37.5804315,127.0087267
162,1507,인사미술공간.세탁소,135.33333333333334,72.66666666666667,103.96428571428571,140.11607142857142,46.7875,235.8375,37.5814087,126.9893928
163,1508,화정박물관,42.875,0.29166666666666663,11.5,0.9196428571428571,15.1,1.325,37.60477714,126.9648999
164,1509,금융연수원,177.0,0.3958333333333333,365.9732142857143,1.0625,620.925,1.2875,37.58659721,126.9816318
165,1510,박노수미술관,1621.6875,3.479166666666667,620.9642857142857,3.1964285714285716,319.5,1.7875,37.58102384,126.9666083
166,1511,샘미용실,473.4375,1.0625,249.45535714285714,0.8839285714285714,138.125,0.3875,37.59031994,126.9932462
167,1512,서울국제고등학교,475.75,23.208333333333332,288.0892857142857,18.553571428571427,165.2875,11.9625,37.58909477,126.9972253
168,1513,화정박물관,60.27272727272727,6.484848484848484,38.16883116883117,5.12987012987013,66.57272727272726,6.2,37.6050003,126.9652221
169,1514,적십자병원후문앞,16.541666666666668,9.708333333333334,26.142857142857142,8.455357142857142,26.7375,11.75,37.56746105,126.9651082
170,1515,서울성곽.성대후문,48.75,0.1875,67.375,0.5803571428571428,24.9125,0.2125,37.58936828,126.9896242
171,1516,빨래터.고희동미술관,128.20833333333334,84.20833333333333,98.21428571428572,87.28571428571429,56.15,126.5125,37.58265202,126.9893435
172,1517,세검초등학교,14.979166666666668,5.0625,11.4375,7.714285714285714,13.95,6.2125,37.60421635,126.9613774
173,1518,삼청동주민센터,363.9791666666667,1.875,481.91964285714283,4.598214285714286,762.525,3.025,37.58426224,126.9819214
174,1519,통인시장,477.1041666666667,4.0,352.44642857142856,10.910714285714286,345.95,6.1375,37.58045056,126.9687475
175,1520,양현관,410.0625,1.8333333333333333,342.11607142857144,1.8482142857142858,287.025,1.0625,37.58979638,126.9936156
176,1521,국민생활관,648.8854166666666,35.25,366.8571428571429,28.839285714285715,263.4375,17.7125,37.58982995,126.9988862
177,1522,오거리,3.1515151515151514,18.924242424242422,1.8636363636363635,23.8051948051948,1.5818181818181818,28.745454545454546,37.60708503,126.9622896
178,1523,경희궁자이2.3단지,42.583333333333336,43.083333333333336,70.59821428571429,60.60714285714286,100.6625,88.3,37.56872813,126.963958
179,1524,창신쌍용2단지.한성대후문,1047.5416666666667,14.416666666666666,723.1607142857143,9.401785714285715,467.225,5.8625,37.581314,127.012764
180,1525,통일부,9.4375,1.75,32.16964285714286,1.6339285714285714,71.2125,0.5875,37.58757377,126.9856444
181,1526,원서고개,196.625,77.625,122.51785714285714,167.08928571428572,63.6,295.75,37.58313929,126.9878078
182,1528,종로5가입구.혜화경찰서,29.1875,52.333333333333336,62.875,137.32142857142858,34.2125,44.5625,37.57175197,126.9976354
183,1529,삼청파출소,219.375,6.645833333333333,294.3125,10.098214285714286,438.8125,6.2,37.58181295,126.9812527
184,1530,오거리.한옥마을입구,154.9375,23.020833333333332,99.16071428571429,19.11607142857143,111.775,14.125,37.57949911,126.9695468
185,1531,명륜시장.성대후문,1151.9791666666667,16.583333333333332,902.4553571428571,11.714285714285714,775.8875,6.8375,37.58852435,126.9952895
186,1532,혜화초등학교,294.0208333333333,163.10416666666666,164.22321428571428,93.74107142857143,112.08125,44.125,37.58725861,126.9998817
187,1533,청련사입구,1.0454545454545454,29.924242424242426,1.7987012987012987,25.35064935064935,1.5727272727272728,46.163636363636364,37.60802413,126.9624033
188,1534,영천시장,198.70833333333334,94.47916666666667,622.8839285714286,188.6875,603.3,217.05,37.56993749,126.9627339
189,1535,명신초.삼선푸르지오.힐스테이트,683.4166666666666,5.583333333333333,330.24107142857144,5.339285714285714,131.5875,3.9375,37.58214747,127.0145303
190,1536,감사원,115.9375,5.895833333333333,418.9107142857143,8.080357142857142,884.7,4.475,37.58630021,126.9853527
191,1537,중앙중고,119.52083333333334,266.0,112.60714285714286,82.55357142857143,61.0375,109.9625,37.58313014,126.9869646
192,1538,인왕빌딩,27.1875,4.6875,5.044642857142858,6.625,2.825,7.125,37.60787761,126.9576748
193,1539,종로4가.종묘공원,241.20833333333334,117.16666666666667,155.0625,174.61607142857142,56.6875,104.8625,37.57053493,126.9933354
194,1540,국립민속박물관,45.125,19.395833333333332,239.0,39.723214285714285,413.1,61.125,37.57925522,126.9795529
195,1541,광화문새마을금고,44.229166666666664,170.35416666666666,69.69642857142857,101.69642857142857,94.95,71.0375,37.5794299,126.971144
196,1542,새마을금고,568.6458333333334,15.125,572.2767857142857,22.991071428571427,466.2625,10.5625,37.587764,126.996533
197,1543,혜화우체국,153.17708333333334,520.2083333333334,103.93303571428571,295.16517857142856,55.44375,183.84375,37.58606005,127.000652
198,1544,언덕앞,1.4090909090909092,23.636363636363637,4.155844155844156,19.07792207792208,1.6272727272727272,46.10909090909091,37.60897784,126.9637502
199,1545,경희궁자이4단지,133.8125,172.39583333333334,307.1875,164.77678571428572,288.9875,209.7,37.57062718,126.9620022
200,1546,종로센트레빌후문.e편한세상보문아파트,228.47916666666666,5.5625,160.625,6.651785714285714,69.2375,10.1,37.58181551,127.0161805
