,date,title,contents
0,2019.09.30.,[프로야구 시즌에도 텅 빈 고척스카이돔] 공실률 81%인데도 임대료 올리는 서...,이코노미조선=이지은 땅집고 기자 | 서울시 구로구 고척동에 있는 ‘고척스카이돔’ 외관. 사진 최준석... 이곳에서 장사하던 점포 31곳 중 25곳은 이미 매출 부진을 견디지 못해 폐업했다. ‘허갈닭강정’...
1,2019.09.29.,3일부터 3일간 코엑스서 2019 제47회 프랜차이즈서울,프랜차이즈서울에도 많은 예비 창업자들의 관심이 집중되고 있다. 제47회 프랜차이즈서울은 기존... 설비) ▲외식창업 매칭 및 협회 공식 프랜차이즈 안심폐업보험 더매칭플레이스(컨설팅) ▲프랜차이즈산업연구원...
2,2019.09.24.,"서울신용보증재단, 분쟁조정정보로 소상공인 지원","조정원은 재단의 '서울시 우리마을가게 상권분석서비스' 속 서울시 소상공인의 개·폐업률, 창업 생존율, 임대료 등 소상공인 경영정보와 분석 기술을 제공받는다. 조정원을 이를 통해 분쟁조정 교육을 개선한다. 양 기관은..."
3,2019.09.30.,제47회 프랜차이즈서울 10월 3일 개막,프랜차이즈서울'을 개최한다. 이번 박람회에는 220개사 270개 브랜드가 490개 부스 규모로 참가한다. 기존... 설비) △외식창업 매칭 및 협회 공식 프랜차이즈 안심폐업보험 더매칭플레이스(컨설팅)...
4,2019.09.23.,"경기-서울-인천, ‘창업컨설팅·프랜차이즈 가맹 피해주의보’ 공동발령","경기도와 서울시, 인천시 등 수도권 3개 지자체는 23일 ‘창업컨설팅·프랜차이즈 피해주의보’를 공동... 한편 지난해 전국의 신규 창업자수는 116만여명이며, 이 중 3명 중 1명은 1년 안에 휴·폐업을 고려(2019년..."
5,2019.09.22.,"서울-인천-경기, '창업컨설팅·프랜차이즈 가맹 피해주의보' 공동발령",울리는 창업컨설팅·프랜차이즈 가맹 계약 피해를 막기 위해 지자체가 공동대응에 나선다. 서울시와 인천시... 그러나 자영업자 3명 중 1명은 1년 안에 휴·폐업을 고려할 정도로 창업성공률은 낮은 편이다. 이런 이유로...
6,2019.09.30.,"위기의 청년몰, 중기부 지원점포 489개 중 140개 점포 문닫아","휴・폐업률 63%인 12개 점포, 서울 이대앞 스타트업 상점가 22개 점포 중 55%인 12개 점포가 문을 닫았다. 수원... 대부분이 창업경험이 없는 사회초년생으로 전문성과 역량 부족, 단순한 사업 아이템 선정 등의 문제들로..."
7,2019.09.30.,분쟁조정 정보 활용해 소상공인 경영·의사결정 지원,"조정원은 재단이 제공하는 서울 소상공인의 개·폐업률, 창업 생존율, 임대료 등의 소상공인 경영정보와 분석 기술을 받아 분쟁 조정 교육과 서비스를 개선하기로 했다."
8,2019.09.27.,치킨 프랜차이즈 730개 업체 中 61개 업체 ‘2회 이상 식품위생법 위반’,"더불어민주당 기동민 의원(서울 성북을, 국회 보건복지위원회 간사)이 식품의약품안전처로부터 받은... 면적 변경을 신고하지 않고 영업장 외에서 영업을 하거나(121건, 15.2%) 구청에 폐업 신고를 하지 않고..."
9,2019.09.23.,가맹점주 사전동의 얻어야 본사 광고·판촉행사 가능,"오전 서울 여의도 국회 의원회관에서 당정협의를 통해 이런 내용을 뼈대로 한 ‘가맹점주 경영여건 개선 10대 종합대책’을 발표했다. 이번 대책은 법령정비와 제도개선을 통해 가맹점의 창업에서부터 운영, 폐업으로..."
